: physical|物質
溫泉 泉水|SpringWater 熱水 water|水
溫泉 泉水|SpringWater 湯 water|水
溫泉 泉水|SpringWater 熱食 food|食品
溫泉 泉水|SpringWater 熱湯 湯|soup
山泉 泉水|SpringWater 山產 菜餚|dish
冷泉 泉水|SpringWater 冷水 water|水
冷泉 泉水|SpringWater 冷飲 drinks|飲品
天頂 sky|空域 浪頭 波浪|waves
天頂 sky|空域 樓頂 house|房屋
天頂 sky|空域 天花板 room|房間
天頂 sky|空域 柱頭 柱子|pillar
天頂 sky|空域 車頂 LandVehicle|車
天頂 sky|空域 船頭 ship|船
天頂 sky|空域 腦門 head|頭
天頂 sky|空域 山峰 山|mountain
天頂 sky|空域 山頭 山|mountain
天頂 sky|空域 山巔 山|mountain
天頂 sky|空域 峰巒 山|mountain
天頂 sky|空域 頂峰 山|mountain
高空 sky|空域 高潮 潮水|TidalWater
高空 sky|空域 高帽 帽子|headgear
高空 sky|空域 高帽子 帽子|headgear
高空 sky|空域 頂樓 樓層|floor
高空 sky|空域 高層 樓層|floor
高空 sky|空域 大個子 human|人
高空 sky|空域 巨人 human|人
高空 sky|空域 長人 human|人
高空 sky|空域 高個子 human|人
藍天 sky|空域 藍寶石 寶石|gem
藍空 sky|空域 藍寶石 寶石|gem
亞熱帶 熱帶|tropics 副食 food|食品
亞熱帶 熱帶|tropics 副產品 產品|product
亞熱帶 熱帶|tropics 引子 medicine|藥物
亞熱帶 熱帶|tropics 附表 表格|table
副熱帶 熱帶|tropics 副食 food|食品
副熱帶 熱帶|tropics 副產品 產品|product
副熱帶 熱帶|tropics 引子 medicine|藥物
副熱帶 熱帶|tropics 附表 表格|table
岩層 earth|大地 零組件 implement|器具
岩層 earth|大地 細胞質 animate|生物
人造雨 雨|rain 尼龍 纖維|fiber
人造雨 雨|rain 玻纖 纖維|fiber
秋雨 雨|rain 秋裝 clothing|衣物
雨絲 雨|rain 小錢 money|貨幣
雨絲 雨|rain 分文 money|貨幣
細雨 雨|rain 火花 fire|火
大雨 雨|rain 大風雪 雪|snow
大雨 雨|rain 大雪 雪|snow
大雨 雨|rain 暴風雪 雪|snow
大雨 雨|rain 巨流 水流|WaterFlow
大雨 雨|rain 洪流 水流|WaterFlow
大雨 雨|rain 怒濤 波浪|waves
大雨 雨|rain 驚濤 波浪|waves
大雨 雨|rain 驚濤駭浪 波浪|waves
大雨 雨|rain 狂風 wind|風
大雨 雨|rain 飆 wind|風
大雨 雨|rain 勁風 wind|風
大雨 雨|rain 疾風 wind|風
大雨 雨|rain 強風 wind|風
大雨 雨|rain 風暴 氣流|AirCurrent
大雨 雨|rain 暴風 氣流|AirCurrent
大雨 雨|rain 颶風 氣流|AirCurrent
大雨 雨|rain 烈火 fire|火
大雨 雨|rain 烈焰 fire|火
暴風雨 雨|rain 大風雪 雪|snow
暴風雨 雨|rain 大雪 雪|snow
暴風雨 雨|rain 暴風雪 雪|snow
暴風雨 雨|rain 巨流 水流|WaterFlow
暴風雨 雨|rain 洪流 水流|WaterFlow
暴風雨 雨|rain 怒濤 波浪|waves
暴風雨 雨|rain 驚濤 波浪|waves
暴風雨 雨|rain 驚濤駭浪 波浪|waves
暴風雨 雨|rain 狂風 wind|風
暴風雨 雨|rain 飆 wind|風
暴風雨 雨|rain 勁風 wind|風
暴風雨 雨|rain 疾風 wind|風
暴風雨 雨|rain 強風 wind|風
暴風雨 雨|rain 風暴 氣流|AirCurrent
暴風雨 雨|rain 暴風 氣流|AirCurrent
暴風雨 雨|rain 颶風 氣流|AirCurrent
暴風雨 雨|rain 烈火 fire|火
暴風雨 雨|rain 烈焰 fire|火
風雨 雨|rain 大風雪 雪|snow
風雨 雨|rain 大雪 雪|snow
風雨 雨|rain 暴風雪 雪|snow
風雨 雨|rain 巨流 水流|WaterFlow
風雨 雨|rain 洪流 水流|WaterFlow
風雨 雨|rain 怒濤 波浪|waves
風雨 雨|rain 驚濤 波浪|waves
風雨 雨|rain 驚濤駭浪 波浪|waves
風雨 雨|rain 狂風 wind|風
風雨 雨|rain 飆 wind|風
風雨 雨|rain 勁風 wind|風
風雨 雨|rain 疾風 wind|風
風雨 雨|rain 強風 wind|風
風雨 雨|rain 風暴 氣流|AirCurrent
風雨 雨|rain 暴風 氣流|AirCurrent
風雨 雨|rain 颶風 氣流|AirCurrent
風雨 雨|rain 烈火 fire|火
風雨 雨|rain 烈焰 fire|火
傾盆大雨 雨|rain 大風雪 雪|snow
傾盆大雨 雨|rain 大雪 雪|snow
傾盆大雨 雨|rain 暴風雪 雪|snow
傾盆大雨 雨|rain 巨流 水流|WaterFlow
傾盆大雨 雨|rain 洪流 水流|WaterFlow
傾盆大雨 雨|rain 怒濤 波浪|waves
傾盆大雨 雨|rain 驚濤 波浪|waves
傾盆大雨 雨|rain 驚濤駭浪 波浪|waves
傾盆大雨 雨|rain 狂風 wind|風
傾盆大雨 雨|rain 飆 wind|風
傾盆大雨 雨|rain 勁風 wind|風
傾盆大雨 雨|rain 疾風 wind|風
傾盆大雨 雨|rain 強風 wind|風
傾盆大雨 雨|rain 風暴 氣流|AirCurrent
傾盆大雨 雨|rain 暴風 氣流|AirCurrent
傾盆大雨 雨|rain 颶風 氣流|AirCurrent
傾盆大雨 雨|rain 烈火 fire|火
傾盆大雨 雨|rain 烈焰 fire|火
滂沱大雨 雨|rain 大風雪 雪|snow
滂沱大雨 雨|rain 大雪 雪|snow
滂沱大雨 雨|rain 暴風雪 雪|snow
滂沱大雨 雨|rain 巨流 水流|WaterFlow
滂沱大雨 雨|rain 洪流 水流|WaterFlow
滂沱大雨 雨|rain 怒濤 波浪|waves
滂沱大雨 雨|rain 驚濤 波浪|waves
滂沱大雨 雨|rain 驚濤駭浪 波浪|waves
滂沱大雨 雨|rain 狂風 wind|風
滂沱大雨 雨|rain 飆 wind|風
滂沱大雨 雨|rain 勁風 wind|風
滂沱大雨 雨|rain 疾風 wind|風
滂沱大雨 雨|rain 強風 wind|風
滂沱大雨 雨|rain 風暴 氣流|AirCurrent
滂沱大雨 雨|rain 暴風 氣流|AirCurrent
滂沱大雨 雨|rain 颶風 氣流|AirCurrent
滂沱大雨 雨|rain 烈火 fire|火
滂沱大雨 雨|rain 烈焰 fire|火
雷雨 雨|rain 大風雪 雪|snow
雷雨 雨|rain 大雪 雪|snow
雷雨 雨|rain 暴風雪 雪|snow
雷雨 雨|rain 巨流 水流|WaterFlow
雷雨 雨|rain 洪流 水流|WaterFlow
雷雨 雨|rain 怒濤 波浪|waves
雷雨 雨|rain 驚濤 波浪|waves
雷雨 雨|rain 驚濤駭浪 波浪|waves
雷雨 雨|rain 狂風 wind|風
雷雨 雨|rain 飆 wind|風
雷雨 雨|rain 勁風 wind|風
雷雨 雨|rain 疾風 wind|風
雷雨 雨|rain 強風 wind|風
雷雨 雨|rain 風暴 氣流|AirCurrent
雷雨 雨|rain 暴風 氣流|AirCurrent
雷雨 雨|rain 颶風 氣流|AirCurrent
雷雨 雨|rain 烈火 fire|火
雷雨 雨|rain 烈焰 fire|火
豪雨 雨|rain 大風雪 雪|snow
豪雨 雨|rain 大雪 雪|snow
豪雨 雨|rain 暴風雪 雪|snow
豪雨 雨|rain 巨流 水流|WaterFlow
豪雨 雨|rain 洪流 水流|WaterFlow
豪雨 雨|rain 怒濤 波浪|waves
豪雨 雨|rain 驚濤 波浪|waves
豪雨 雨|rain 驚濤駭浪 波浪|waves
豪雨 雨|rain 狂風 wind|風
豪雨 雨|rain 飆 wind|風
豪雨 雨|rain 勁風 wind|風
豪雨 雨|rain 疾風 wind|風
豪雨 雨|rain 強風 wind|風
豪雨 雨|rain 風暴 氣流|AirCurrent
豪雨 雨|rain 暴風 氣流|AirCurrent
豪雨 雨|rain 颶風 氣流|AirCurrent
豪雨 雨|rain 烈火 fire|火
豪雨 雨|rain 烈焰 fire|火
暴雨 雨|rain 大風雪 雪|snow
暴雨 雨|rain 大雪 雪|snow
暴雨 雨|rain 暴風雪 雪|snow
暴雨 雨|rain 巨流 水流|WaterFlow
暴雨 雨|rain 洪流 水流|WaterFlow
暴雨 雨|rain 怒濤 波浪|waves
暴雨 雨|rain 驚濤 波浪|waves
暴雨 雨|rain 驚濤駭浪 波浪|waves
暴雨 雨|rain 狂風 wind|風
暴雨 雨|rain 飆 wind|風
暴雨 雨|rain 勁風 wind|風
暴雨 雨|rain 疾風 wind|風
暴雨 雨|rain 強風 wind|風
暴雨 雨|rain 風暴 氣流|AirCurrent
暴雨 雨|rain 暴風 氣流|AirCurrent
暴雨 雨|rain 颶風 氣流|AirCurrent
暴雨 雨|rain 烈火 fire|火
暴雨 雨|rain 烈焰 fire|火
春雨 雨|rain 春裝 clothing|衣物
白雪 雪|snow 白堊 土壤|soil
白雪 雪|snow 白衣 clothing|衣物
白雪 雪|snow 白麵 麵|noodles
白雪 雪|snow 白糖 糖|sugar
白雪 雪|snow 白醋 醋|vinegar
白雪 雪|snow 白酒 酒|liquor
白雪 雪|snow 白紙 paper|紙張
白雪 雪|snow 白板 黑板|blackboard
白雪 雪|snow 白玉 玉石|jade
雪球 雪|snow 水晶球 水晶|crystal
大風雪 雪|snow 巨流 水流|WaterFlow
大風雪 雪|snow 洪流 水流|WaterFlow
大風雪 雪|snow 怒濤 波浪|waves
大風雪 雪|snow 驚濤 波浪|waves
大風雪 雪|snow 驚濤駭浪 波浪|waves
大風雪 雪|snow 狂風 wind|風
大風雪 雪|snow 飆 wind|風
大風雪 雪|snow 勁風 wind|風
大風雪 雪|snow 疾風 wind|風
大風雪 雪|snow 強風 wind|風
大風雪 雪|snow 風暴 氣流|AirCurrent
大風雪 雪|snow 暴風 氣流|AirCurrent
大風雪 雪|snow 颶風 氣流|AirCurrent
大風雪 雪|snow 烈火 fire|火
大風雪 雪|snow 烈焰 fire|火
大雪 雪|snow 巨流 水流|WaterFlow
大雪 雪|snow 洪流 水流|WaterFlow
大雪 雪|snow 怒濤 波浪|waves
大雪 雪|snow 驚濤 波浪|waves
大雪 雪|snow 驚濤駭浪 波浪|waves
大雪 雪|snow 狂風 wind|風
大雪 雪|snow 飆 wind|風
大雪 雪|snow 勁風 wind|風
大雪 雪|snow 疾風 wind|風
大雪 雪|snow 強風 wind|風
大雪 雪|snow 風暴 氣流|AirCurrent
大雪 雪|snow 暴風 氣流|AirCurrent
大雪 雪|snow 颶風 氣流|AirCurrent
大雪 雪|snow 烈火 fire|火
大雪 雪|snow 烈焰 fire|火
暴風雪 雪|snow 巨流 水流|WaterFlow
暴風雪 雪|snow 洪流 水流|WaterFlow
暴風雪 雪|snow 怒濤 波浪|waves
暴風雪 雪|snow 驚濤 波浪|waves
暴風雪 雪|snow 驚濤駭浪 波浪|waves
暴風雪 雪|snow 狂風 wind|風
暴風雪 雪|snow 飆 wind|風
暴風雪 雪|snow 勁風 wind|風
暴風雪 雪|snow 疾風 wind|風
暴風雪 雪|snow 強風 wind|風
暴風雪 雪|snow 風暴 氣流|AirCurrent
暴風雪 雪|snow 暴風 氣流|AirCurrent
暴風雪 雪|snow 颶風 氣流|AirCurrent
暴風雪 雪|snow 烈火 fire|火
暴風雪 雪|snow 烈焰 fire|火
雪片 雪|snow 鐵片 鐵|iron
雪片 雪|snow 金屬片 metal|金屬
雪片 雪|snow 木片 wood|木
雪片 雪|snow 石片 石頭|stones
雪片 雪|snow 石板 石頭|stones
雪片 雪|snow 藥片 medicine|藥物
雪片 雪|snow 瓷片 瓷器|porcelain
雪花 雪|snow 鐵片 鐵|iron
雪花 雪|snow 金屬片 metal|金屬
雪花 雪|snow 木片 wood|木
雪花 雪|snow 石片 石頭|stones
雪花 雪|snow 石板 石頭|stones
雪花 雪|snow 藥片 medicine|藥物
雪花 雪|snow 瓷片 瓷器|porcelain
廢液 liquid|液 廢水 water|水
廢液 waste|廢物 溶液 chemical|化學物
井水 井|AWell 海水 海|sea
井水 井|AWell 江水 河|river
井水 井|AWell 河水 河|river
井水 井|AWell 湖水 湖|lake
溫水 water|水 暖流 洋流|OceanCurrent
儲水 water|水 存貨 商品|commodity
儲水 water|水 庫存 產品|product
儲水 water|水 藏書 書籍|books
儲水 water|水 存檔 檔案|files
海水 海|sea 江水 河|river
海水 海|sea 河水 河|river
海水 海|sea 湖水 湖|lake
海水 water|水 海鹽 鹽|salt
海水 water|水 海產 水產|AquaticProduct
用水 water|水 用藥 medicine|藥物
水柱 water|水 水銀柱 水銀|mercury
清流 水流|WaterFlow 綠水 water|水
海流 水流|WaterFlow 海堤 堤防|embankment
海流 水流|WaterFlow 海路 水路|waterway
海流 水流|WaterFlow 海輪 輪船|steamer
海流 水流|WaterFlow 海鳥 bird|禽
海流 水流|WaterFlow 海鷗 bird|禽
海流 水流|WaterFlow 海藻 藻類|algae
海流 水流|WaterFlow 礁 岩石|rock
海流 水流|WaterFlow 礁石 岩石|rock
暗流 水流|WaterFlow 地下鐵 交通網|TrafficNet
暗流 水流|WaterFlow 地鐵 交通網|TrafficNet
暗流 水流|WaterFlow 地牢 監獄|prison
潛流 水流|WaterFlow 地下鐵 交通網|TrafficNet
潛流 水流|WaterFlow 地鐵 交通網|TrafficNet
潛流 水流|WaterFlow 地牢 監獄|prison
巨流 水流|WaterFlow 怒濤 波浪|waves
巨流 水流|WaterFlow 驚濤 波浪|waves
巨流 水流|WaterFlow 驚濤駭浪 波浪|waves
巨流 水流|WaterFlow 狂風 wind|風
巨流 水流|WaterFlow 飆 wind|風
巨流 水流|WaterFlow 勁風 wind|風
巨流 水流|WaterFlow 疾風 wind|風
巨流 水流|WaterFlow 強風 wind|風
巨流 水流|WaterFlow 風暴 氣流|AirCurrent
巨流 水流|WaterFlow 暴風 氣流|AirCurrent
巨流 水流|WaterFlow 颶風 氣流|AirCurrent
巨流 水流|WaterFlow 烈火 fire|火
巨流 水流|WaterFlow 烈焰 fire|火
洪流 水流|WaterFlow 怒濤 波浪|waves
洪流 水流|WaterFlow 驚濤 波浪|waves
洪流 水流|WaterFlow 驚濤駭浪 波浪|waves
洪流 水流|WaterFlow 狂風 wind|風
洪流 水流|WaterFlow 飆 wind|風
洪流 水流|WaterFlow 勁風 wind|風
洪流 水流|WaterFlow 疾風 wind|風
洪流 水流|WaterFlow 強風 wind|風
洪流 水流|WaterFlow 風暴 氣流|AirCurrent
洪流 水流|WaterFlow 暴風 氣流|AirCurrent
洪流 水流|WaterFlow 颶風 氣流|AirCurrent
洪流 水流|WaterFlow 烈火 fire|火
洪流 水流|WaterFlow 烈焰 fire|火
急流 水流|WaterFlow 快車 火車|train
急流 水流|WaterFlow 快艇 汽艇|motorboat
激流 水流|WaterFlow 快車 火車|train
激流 水流|WaterFlow 快艇 汽艇|motorboat
激流 水流|WaterFlow 噴射機 飛機|airplane
流水 water|水 氣流 空氣|air
活水 water|水 氣流 空氣|air
鹹水 water|水 食鹽 作料|seasoning
鹹水 water|水 鹽 作料|seasoning
鹹水 water|水 鹽分 作料|seasoning
鹹水 water|水 鹽巴 作料|seasoning
鹹水 water|水 鹽份 作料|seasoning
鹹水 water|水 鹽類 作料|seasoning
原水 water|水 原木 wood|木
原水 water|水 原汁 果汁|FruitJuice
熱水 water|水 熱食 food|食品
熱水 water|水 熱湯 湯|soup
湯 water|水 熱食 food|食品
湯 water|水 熱湯 湯|soup
朝露 水滴|drip 旭日 太陽|sun
朝露 水滴|drip 朝日 太陽|sun
朝露 水滴|drip 朝陽 太陽|sun
朝露 水滴|drip 晨光 陽光|sunlight
朝露 水滴|drip 晨曦 陽光|sunlight
朝露 水滴|drip 曙光 陽光|sunlight
露水 水滴|drip 旭日 太陽|sun
露水 水滴|drip 朝日 太陽|sun
露水 水滴|drip 朝陽 太陽|sun
露水 水滴|drip 晨光 陽光|sunlight
露水 水滴|drip 晨曦 陽光|sunlight
露水 水滴|drip 曙光 陽光|sunlight
露珠 水滴|drip 旭日 太陽|sun
露珠 水滴|drip 朝日 太陽|sun
露珠 水滴|drip 朝陽 太陽|sun
露珠 水滴|drip 晨光 陽光|sunlight
露珠 水滴|drip 晨曦 陽光|sunlight
露珠 水滴|drip 曙光 陽光|sunlight
江水 河|river 湖水 湖|lake
河水 河|river 湖水 湖|lake
冷水 water|水 冷飲 drinks|飲品
低潮 潮水|TidalWater 矮牆 牆壁|wall
高潮 潮水|TidalWater 高帽 帽子|headgear
高潮 潮水|TidalWater 高帽子 帽子|headgear
高潮 潮水|TidalWater 頂樓 樓層|floor
高潮 潮水|TidalWater 高層 樓層|floor
高潮 潮水|TidalWater 大個子 human|人
高潮 潮水|TidalWater 巨人 human|人
高潮 潮水|TidalWater 長人 human|人
高潮 潮水|TidalWater 高個子 human|人
暗潮 潮水|TidalWater 暗礁 礁石|reef
浪頭 波浪|waves 樓頂 house|房屋
浪頭 波浪|waves 柱頭 柱子|pillar
浪頭 波浪|waves 車頂 LandVehicle|車
浪頭 波浪|waves 船頭 ship|船
浪頭 波浪|waves 筆尖 筆|pen
浪頭 波浪|waves 筆鋒 筆|pen
浪頭 波浪|waves 彈頭 子彈|bullet
浪頭 波浪|waves 箭頭 箭|arrow
浪頭 波浪|waves 腦門 head|頭
浪頭 波浪|waves 頭頂 head|頭
浪頭 波浪|waves 山峰 山|mountain
浪頭 波浪|waves 山頭 山|mountain
浪頭 波浪|waves 山巔 山|mountain
浪頭 波浪|waves 峰巒 山|mountain
浪頭 波浪|waves 頂峰 山|mountain
怒濤 波浪|waves 狂風 wind|風
怒濤 波浪|waves 飆 wind|風
怒濤 波浪|waves 勁風 wind|風
怒濤 波浪|waves 疾風 wind|風
怒濤 波浪|waves 強風 wind|風
怒濤 波浪|waves 風暴 氣流|AirCurrent
怒濤 波浪|waves 暴風 氣流|AirCurrent
怒濤 波浪|waves 颶風 氣流|AirCurrent
怒濤 波浪|waves 烈火 fire|火
怒濤 波浪|waves 烈焰 fire|火
驚濤 波浪|waves 狂風 wind|風
驚濤 波浪|waves 飆 wind|風
驚濤 波浪|waves 勁風 wind|風
驚濤 波浪|waves 疾風 wind|風
驚濤 波浪|waves 強風 wind|風
驚濤 波浪|waves 風暴 氣流|AirCurrent
驚濤 波浪|waves 暴風 氣流|AirCurrent
驚濤 波浪|waves 颶風 氣流|AirCurrent
驚濤 波浪|waves 烈火 fire|火
驚濤 波浪|waves 烈焰 fire|火
驚濤駭浪 波浪|waves 狂風 wind|風
驚濤駭浪 波浪|waves 飆 wind|風
驚濤駭浪 波浪|waves 勁風 wind|風
驚濤駭浪 波浪|waves 疾風 wind|風
驚濤駭浪 波浪|waves 強風 wind|風
驚濤駭浪 波浪|waves 風暴 氣流|AirCurrent
驚濤駭浪 波浪|waves 暴風 氣流|AirCurrent
驚濤駭浪 波浪|waves 颶風 氣流|AirCurrent
驚濤駭浪 波浪|waves 烈火 fire|火
驚濤駭浪 波浪|waves 烈焰 fire|火
污水 water|水 污泥 泥|mud
污水 water|水 穢物 physical|物質
污水 water|水 污點 trace|痕
污水 water|水 污垢 waste|廢物
污水 water|水 垢 waste|廢物
污水 water|水 塵垢 waste|廢物
肉汁 flesh|肉 樹液 tree|樹
冰塊 ice|冰 木塊 wood|木
冰塊 ice|冰 石塊 石頭|stones
冰塊 ice|冰 豬排 豬肉|pork
冰塊 ice|冰 牛排 牛肉|beef
貴金屬 metal|金屬 珍品 artifact|人工物
貴金屬 metal|金屬 寶刀 刀劍|sword
貴金屬 metal|金屬 寶劍 刀劍|sword
貴金屬 metal|金屬 寶珠 珍珠|pearl
貴金屬 metal|金屬 善本 古籍|AncientBooks
貴金屬 metal|金屬 珍本 版本|edition
鋼材 鋼|steel 木材 wood|木
鋼材 鋼|steel 木料 wood|木
鐵片 鐵|iron 金屬片 metal|金屬
鐵片 鐵|iron 木片 wood|木
鐵片 鐵|iron 石片 石頭|stones
鐵片 鐵|iron 石板 石頭|stones
鐵片 鐵|iron 藥片 medicine|藥物
鐵片 鐵|iron 瓷片 瓷器|porcelain
鐵板 鐵|iron 肉片 肉品|meat
鐵板 鐵|iron 刀片 刀子|knife
廢鐵 鐵|iron 廢紙 paper|紙張
廢鐵 鐵|iron 廢票 coupon|票證
廢鐵 鐵|iron 荒草 草|grass
金屬片 metal|金屬 木片 wood|木
金屬片 metal|金屬 石片 石頭|stones
金屬片 metal|金屬 石板 石頭|stones
金屬片 metal|金屬 藥片 medicine|藥物
金屬片 metal|金屬 瓷片 瓷器|porcelain
金粉 黃金|gold 藥粉 medicine|藥物
純金 黃金|gold 醇酒 酒|liquor
硬木 wood|木 鋼盔 帽子|headgear
硬木 wood|木 牛皮紙 paper|紙張
木片 wood|木 石片 石頭|stones
木片 wood|木 石板 石頭|stones
木片 wood|木 藥片 medicine|藥物
木片 wood|木 瓷片 瓷器|porcelain
柚木 喬木|arbor 杉木 杉|fir
木塊 wood|木 石塊 石頭|stones
